ID,Volume,Part,Page,Date,Author,Title,Imprint,Quotation,Headnotes
part3_p90_a4,Vol.2,part III,p90,1867.,"Mackay, Charles.","A Thousand and One Gems of English Poetry, selected and arranged by Charles Mackay,","Introduction, p. iii. [On pp. 1 and 2 are the following extracts from Chaucer:] Praise of Women, The Young Squire [Prol. Il. 79-100], Arcita’s Dying Address [Knightes T., Il. 2771-2780], Good Counsel of Chaucer.",,
part3_p90_a5,Vol.2,part III,p90-91,1867.,"Morris, Richard.",Specimens of Early English ...,"A.D. 1250-A.D. 1400, with grammatical introduction, notes and glossary, Oxford. (Clarendon Press Series.)","[Various references to Chaucer in the Grammatical
Introduction.
The specimens from Chaucer (pp. 345-366) are the
Pardoneres Tale, and the Prioresse Tale. In the preface
(p. vii) the editor says : ""the extracts from Chaucer's Canter¬
bury Tales are limited to two short narratives, because a more
extended selection, by the present editor, is in the press"" (i. e.
the Prologue, etc., q.v. above).]",
part3_p91_a1,Vol.2,part III,p91,1867.,"Morris, William.","The Life and Death of Jason,","Book xvii, ll.5-24, pp. 317-8.","Would that I
Had but some portion of that mastery
That from the rose-hung lanes of woody Kent
Through these five hundred years such songs have sent
To us, who, meshed within this smoky net
Of unrejoicing labour, love them yet.
And thou, O Master!—Yea, my Master still,
Whatever feet have scaled Parnassus' hill,
Since like thy measures, clear, and sweet, and strong,
Thames' stream scarce fettered drave the dace along
Unto the bastioned bridge, his only chain.—
O Master, pardon me, if yet in vain
Thou art my Master, and I fail to bring
Before men’s eyes the image of the thing
My heart is filled with: thou whose dreamy eyes
Beheld the flush to Cressid’s cheeks arise,
As Troilus rode up the praising street,
As clearly as they saw thy townsmen meet
Those who in vineyards of Poictou withstood
The glittering horror of the steel-topped wood.","[This is taken from the final edition as printed in Works, with introductions by his daughter, May Morris, 1910, vol. li, pp. 259-60. The only difference in the 1867 version is that line 14 there reads— 'Thames' stream scarce fettered bore the bream along.']"
part3_p93_a1,Vol.2,part III,p93,1867.,"Part, William A.","Spenser,","[a letter, in] The Gentleman's Magazine, April, 1867, new ser., vol. iii, pp. 501-2.",[Lancashire words used by Chaucer.],
part3_p93_a2,Vol.2,part III,p93,1867.,"Ruskin, John.",On the Present State of Modern Art.,"[A lecture, delivered June 7, 1867; first printed in full in] Works, ed. E. T. Cook and A. Wedderburn, 1903-12, 39 vols, vol. xix, pp. 207-8.","[p. 207] This first cartoon is a sketch for tapestry, from Chaucer,
of Love bringing in Alcestis. ... In Chaucer the Spirit
of Love which leads her is only that of perfect human
passion:—
'Yclothed was this mighty God of Love
In silk, embroudered full ot red rose leaves—
The freshest since the world was first begun—
And his gilt hair was crowned with a sun
Instead of gold;
And in his hand methought I saw him hold
Two fiery darts, as the coals red;
And angel-like his wings I saw him spread.1
[p. 208] But in this design the painter has gone farther into the
meaning of the old Greek myth, and he has given the Spirit
of the Love that lives beyond the grave. ...
Then this second cartoon, also from the Legend of Good
Women, is of the two wives of Jason—Hypsipyle and
Medea.
1 [Editor's note]: ""From the Prologue to the Legende of Goode Women. Chaucer
wrote, after the first line—
'In silke embrouded, ful of grene greves
In which a fret of rede rose leves.'
The fith line continues, 'for hevynesse and wyghte'; and then Ruskin omits two
lines. The last line but one is, in the original, 'Two firy dartes, as the gledes
rede.' The sketches (by Burne-Jones) are Plates VI, VII, in vol. xix.]",
part3_p94_a1,Vol.2,part III,p94,1867.,"Ruskin, John.","Time and Tide by Weare and Tyne,","Letter XVII, Difficulties, [dated] April 3, 1867, [in] Leeds Mercury, [and in] Manchester Daily Examiner and Times, April 13, 1867. (2nd vol. ed., 1868, [1st in B.M.], p. 104. (Works, ed. E. T. Cook and A. Wedderburn, 1903-12, 39 vols., vol. xvii, p. 402.)","Shakespeare and Chaucer,—Dante and Virgil.— ... all
the men of any age or country who seem to have had Heaven’s
music on their lips, agree in their scorn of mechanic life.",
part3_p94_a2,Vol.2,part III,p94,1867.,"Swinburne, Algernon Charles.","Review of Morris's Life and Death of Jason,","[in] The Fortnightly Review, July, 1867, new ser., vol. ii, pp. 22-3, 26, 28.","[p. 22] ""Jason"" is a large and coherent poem, completed as con¬
ceived; the style throughout on a level with the invention.
In direct narrative power, in clear forthright manner of pro¬
cedure, not seemingly troubled to select, to pick and sift and
winnow, yet never superfluous or verbose, never straggling or
jarring; in these high qualities it resembles the work of
Chaucer. Even against the great master his pupil may fairly
be matched for simple sense of right, for grace and speed of
step, for purity and justice of colour. In all the noble roll of
our poets there has been since Chaucer no second teller of
tales, no second rhapsode comparable to the first, till the
advent of this one.
[p. 23] The romance poets have never loved the sea as have the
tragic poets; Chaucer simply ignores it with a shiver; . . .",
part3_p94_a3,Vol.2,part III,p94,1867.,Unknown.,"Early English Texts,","[in] The Edinburgh Review, Jan. 1867, vol. cxxv, pp. 225, 231-2, 244, 251.","[Criticism of the chauvinism of French critics, especially
Sandras and Le Clerc (q.v. below, App. B., 1859, 1862) for
their attempt to class Chaucer with the trouvères.]",
part3_p94_a4,Vol.2,part III,p94,1867.,"Unknown. [Furnivall, Frederick James?]","Note,","[in] The Athenæum, no. 2094, Dec. 14, 1867.","A new and interesting testimony to Chaucer's worth turns
up unexpectedly in the Courtesy poem of 'Lytil Johan,' in
the Balliol MS. ... The writer, a disciple of Lydgate, is
telling his Little Jack what to read, and, like a wise man,
names the best poets of the day, Gower, Chaucer, Occleve,
Lydgate, and thus apostrophizes Chaucer. [Quotes stanzas
48-50. See above, 1477, vol. i, p. 57.]",
part3_p94_a5,Vol.2,part III,p94,1867.,"Wright, William Aldis.",,"See above, The Cerk's Tale.",,
part3_p95_a1,Vol.2,part III,p95-96,1868-77.,"Chaucer, Geoffrey.",A Six-Text Print of Chaucer's Canterbury Tales,"in Parallel Columns from the following MSS.: 1. The Ellesmere; 2. The Hengwrt 154; 3. The Cambridge Univ. Libr. Gg. 4. 27; 4. The Corpus Christi Coll., Oxford; 5. The Petworth; 6. The Lansdowne 851. Edited by F. J. Furnivall. Chaucer Society, 8 parts, 1868-77, oblong 8vo.","[The six-text edition contains when complete :—
(1) The Dedication: To Prof. Francis James Child, etc.
(2) Specimens of the two chief moveable Prologues in the
Canterbury Tales when they are moved from their right
places, and of some of the substitutes for them (pp. i*-xx*):
I. Specimens of the Man of Law's End-Link, the real
Shipman's Prologue, when moved from its right
place.
II. Specimens of the Spurious Prologue to the Shipman's
Tale.
III. Specimens of the Squire's End-Link (which should
head the Franklin's Tale), when the Franklin's
Tale is moved from its right place, and the
Squire's End-Link is used as the Merchants'
Prologue.
IV. Specimens of the False Prologues to the Franklin's
Tale when it is moved from its right place after
the Squire's Tale.
(3) Trial-Tables (now superseded) of the Groups of Tales,
and their order in Chaucer's ""Canterbury Tales,"" according to
the Edited Manuscripts and Tyrwhitt. (pp. xxi*-xxiii*.)
(4) Drawings of the 23 tellers of the 24 Canterbury Tales,
copied from the Ellesmere MS., and cut on wood, by Mr. W.
H. Hooper, and coloured after the originals, under his direction,
(9 leaves, bound at the end of vols. i and ii—pts. iii and iv—
in the B.M. copy.)
(5) The Texts of the Tales from the six MSS. (pp. 1-685),
and including, (5) Appendix to Group A. The Spurious
Tale of Gamelyn (with its spurious Head-Links) from the
following 6 MSS.:—Royal MS. 18. C. ii.; Harleian 1758;
Sloane, 1685; Corpus MS. (Oxford); Petworth MS.;
Lansdowne MS. 851 (pp. xxv-Ixxvii.)
(6) Ryme-Index to the Ellesmere Manuscript of Chaucer's
Canterbury Tales. By Henry Cromie, M.A., 1875. [pp.
1*-255*,— or in oblong triple pages, i†-Ixxxv†: and including
the Notes and Corrections for the Ryme-Index, i†-lxxxviii†;
1st ser. 45 and 46.]
A Temporary Preface to the Six-Text Edition of Chaucer's
[In 1868 Dr. Furnivall published separately (2nd ser. 3):
Canterbury Tales, attempting to shew the true order of the
Tales, and the days and stages of the pilgrimage, etc., etc.]
of the sequence of the Tales as set forth in the Six-Text
[See Skeat's Evolution of the Canterbury Tales for a study
edition. Each of the texts constituting the Six-Text edition
was printed separately, for editorial use, 1868-77: Child
himself had conceived the idea of printing a six or eight-
text Chaucer. See the notice of a note on the subject in the
Reader, under 1865, Furnivall (?)]","[Later publications of the Chaucer Society have for the most part been omitted, as being generally accessible and known to members of the Society.]"
part3_p96_a1,Vol.2,part III,p96-97,1868-70.,"Morris, William.",The Earthly Paradise.,"Prologue: The Wanderers, Part i, 1868, p. 3; L’Envoi, Part iv, 1870, pp. 439-442.","Forget six counties overhung with smoke,
Forget the snorting steam and piston stroke,
Forget the spreading of the hideous town;
Think rather of the pack-horse on the down,
And dream of London, small, and white and clean,
The clear Thames bordered by its gardens green;
Think, that below bridge the green lapping waves
Smite some few keels that bear Levantine staves,
Cut from the yew wood on the burnt-up hill,
And pointed jars that Greek hands toiled to fill,
And treasured scanty spice from some far sea,
Florence gold cloth, and Ypres napery,
And cloth of Bruges, and hogsheads of Guienne;
While nigh the thronged wharf Geoffrey Chaucer's pen
Moves over bills of lading—mid such times
Shall dwell the hollow puppets of my rhymes.
[p. 439] [L’Envoi. The poet addresses his book :]
Nay, let it pass, and hearken! Hast thou heard
That therein * I believe I have a friend,
Of whom for love I may not be afeard?
It is to him indeed I bid thee wend ...
Well, think of him, I bid thee, on the road,
And if it hap that midst of thy defeat,
Fainting beneath thy follies' heavy load,
*i.e. in ""The Land of Matters Unforgot.""
My Master, GEOFFREY CHAUCER, thou do meet,
Then shalt thou win a space of rest full sweet;
[p. 440] Then be thou bold, and speak the words I say,
The idle singer of an empty day!
""O Master, O thou great of heart and tongue,
Thou well mayst ask me why I wander here
In raiment rent of stories oft besung!
But of thy gentleness draw thou anear,
And then the heart of one that held thee dear
Mayst thou behold!"" ...
[p. 441] O Master, if thine heart could love us yet,
Spite of things left undone, and wrongly done,
Some place in loving hearts then should we get,
For thou, sweet-souled, didst never stand alone,
But knew’st the joy and woe of many an one—
—By lovers dead, who live through thee, we pray,
Help thou us singers of an empty day!
Fearest thou, Book, what answer thou mayst gain
Lest he should scorn thee, and thereof thou die?
Nay, it shall not be.—Thou mayst toil in vain
And never draw the House of Fame anigh;
Yet he and his shall know whereof we cry,
Shall call it not ill-done to strive to lay
The ghosts that crowd about life’s empty day.",
part3_p97_a1,Vol.2,part III,p97,1868.,"Swinburne, A. C.",William Blake.,"See above, 1866.",,
part3_p97_a2,Vol.2,part III,p97,1868.,"Waller, John Green.","[A Painted Window,","designed by J. G. Waller, with medallions of Chaucer and Gower, and with scenes from Chaucer’s life and poems, placed over Chaucer's tomb in Westminster Abbey as the gift of Dr. Rogers.]",,
part3_p97_a3,Vol.2,part III,p97,1869.,"Browne, Matthew. [pseud., i.e. Rands, William Brighty.]","Chaucer's England,",2 vols.,"[Chapters on ""The Poet of the Canterbury Tales,"" and ""The
Story and the Pilgrims,"" followed by others on various aspects of
mediæval life. Diffuse and inaccurate but not without merit.]",
part3_p97_a4,Vol.2,part III,p97-98,1869-89.,"Ellis, Alexander James.","On Early English Pronunciation, with especial reference to Shakespeare and Chaucer.","Including a rearrangement of Prof. F. J. Child’s memoirs on the language of Chaucer and Gower [q.v. above, 1862], Parts i and ii, London, Chaucer Society and E.E.T. Soc., 1869; Part iii, 1871; Part iv, 1875; Part v, 1889.","[The parts directly concerning Chaucer’s language are:
Part i, chap. i, pp. 26-30, summary of the method of
investigation used in chap. iv, and comparative table of
the pronunciation of Chaucer, Spenser, Dryden and
Goldsmith; chap. iv, 'On the pronunciation of English during
the 14th century, as deduced from an examination of the
rhymes in Chaucer and Gower,' pp. 241-416: Principles of
the investigation (no real faulty rhymes in Chaucer), pp.
241-57; The Vowels, pp. 258-307; The Consonants, pp.
308-17; On the pronunciation of e final in the 14th
century [its use proved by rhymes from the Harl. MS.;
table of rules, p. 342], pp. 318-42; F. J. Child’s Obser¬
vations on the language of Chaucer and Gower [q.v. above,
1862], pp. 342-97; Chaucer’s pronunciation and ortho¬
graphy [with a table of probable sounds of the letters],
pp. 397-404. Part iii, 1871, chap. vii, 'Illustrations of
the Pronunciation of English during the 14th century,'
pp. 633-742: Chaucer, pp. 633-725: Critical text of
Prologue [illustrating the previous conclusions, the text from
the seven MSS. on the versos, and the phonetic transcript
on the rectos], pp. 680-725 [prefaced by notes on]:
Pronunciation of long u and of ay, ey, as deduced from
a comparison of the orthographies of seven MSS. of the
Canterbury Tales [the Society’s six texts and MS. Harl.
7334], pp. 634-56; Treatment of final e in the critical
text, pp. 646-8; Metrical peculiarities of Chaucer, pp. 648-9;
Chaucer’s treatment of French words, pp. 650-1; Penn¬
sylvania German the analogue of Chaucer’s English, pp.
652-63; F. W. Gesenius on the language of Chaucer,
pp. 664-71; M. Rapp on the pronunciation of Chaucer,
pp. 672-7; Instructions for reading the phonetic transcript
of the Prologue, pp. 677-9.]",
part3_p98_a1,Vol.2,part III,p98-107,1870.,"[Baynes, Thomas Spencer.]","The Text of Chaucer,","[in] the Edinburgh Review, July, 1870, vol. cxxxii, pp. 1-45.","[p. 1] It is a national reproach that after the lapse of nearly five
hundred years we are still without a critical and illus¬
trative edition of Chaucer’s poetical works. Excepting
Shakspeare, no English poet so thoroughly requires and
[p. 2] deserves careful editing as Chaucer; and, in the essential
characteristics of his genius, no English poet comes nearer
to Shakspeare.
[pp. 2, 3] [Chaucer’s dramatic insight, love of nature, wide human
interest, and felicity of expression.]
[p. 3] These excellences have justly made Chaucer not only the
father of English poetry, the greatest of our dramatists before
the rise of the regular drama, but one of the most delightful
and habitually read of all English poets. The many eulo¬
gistic references to him by later writers both in prose and
verse, down to the close of the Elizabethan period, show how
constantly he was studied during the two centuries after his
death.
[Lydgate, Occleve, Douglas, Wilson, Puttenham, Ascham,
Fox, Camden, Sidney, Spenser, Milton, among his admirers.]
Dryden, again, did his utmost to popularise the more
striking of the 'Canterbury Tales,' and has left, perhaps,
the best critical estimate of their author we possess. During
the eighteenth century there were several elaborate attempts
to make English readers better acquainted with Chaucer,
whose language had by that time become too archaic for
the effortless enjoyment of ordinary readers. And in our
own day, notwithstanding the obstacles interposed by a
grammar and vocabulary partially obsolete, Chaucer has
reappeared in a greater number of forms, and is, perhaps,
more generally read and studied, than any of the great
Elizabethan poets except Shakspeare.
These circumstances render it the more surprising, and,
we may add, the more discreditable to our national scholar¬
ship, that no complete critical edition of Chaucer's poetical
works should yet have been produced. The reproach is one
of old standing, and many suggestions have from time to
time been made with the view of wiping it away.
[Quotation of Dr. Johnson’s note on his projected edition.
A correct edition called for by Godwin and Todd.]
[p. 5] The truth is, that until the last few years the greater part
of Chaucer’s poetical works have never, strictly speaking,
been edited at all. 'Troilus and Cressid,' a story nearly as
long as the 'Æneid,' the 'Romaunt of the Rose,' the 'House
of Fame,' the 'Legend of Good Women,' and the minor
poems, collected and published together for the first time
by Thynne in 1532, were printed from defective and im¬
perfect manuscripts without any critical oversight or correc¬
tion; and from that time to our own day they have been
reprinted from the black-letter folios without any attempt
at systematic critical revision. The 'Canterbury Tales'
have, indeed, fared somewhat better, having been more than
once carefully edited by critics in many respects well qualified
for the task. But much still remains to be done for the text
of Chaucer’s greatest work; and still more, perhaps, for the
adequate explanation of its language and allusions. We
have as yet no satisfactory and authoritative text even of
the 'Canterbury Tales'; and the best published text, that
recently revised by Mr. Morris, to which we shall presently
refer in detail, is without note or comment of any kind.
The work which Johnson projected, and which a succession
of eminent scholars and critics have so earnestly desiderated,
still remains, therefore, to be done.
In these circumstances the formation of a Chaucer Society,
mainly for the purpose of printing the best existing manu¬
scripts of the poet’s works, ought to be matter of hearty con¬
gratulation to all lovers of English literature. Our public
and private libraries are rich in Chaucer manuscripts, and
the best of these must be available for critical use before an
authoritative, complete and satisfactory text of Chaucer can
be produced. But the only way of placing these manu¬
scripts within the reach of English scholars is by printing
them; and, if done at all, this must obviously be the work
of a special Society. With this end in view, the Chaucer
Society was accordingly founded two years ago.
[Account of the Chaucer Society’s aims and publications.
[p.7] Value of the latter to students. Only seventy subscribers
in England, and thirty in the United States. Readers
recommended to subscribe.]
[p. 8] From what we have said it will be seen that the publi¬
cations of the Chaucer Society are preparing the way for a
complete edition of Chaucer’s works in the twofold direction
of text and commentary. The requirements of such an
edition are an authoritative text based on a comparison of
the best manuscripts, and an adequate explanation in the
shape of notes and commentary of Chaucer’s learning and
literary studies, his allusions, language and versification.
The first point is the text; and, in order to estimate fairly
the work the Chaucer Society is doing in this respect, it is
necessary to glance at the history of the printed texts down
to the present time. Caxton printed the 'Canterbury
Tales' twice, the first time from a very corrupt manuscript,
and the second time from a much better one. 'Troilus and
Cressid,' 'The House of Fame,' 'The Assembly of Fowls,'
and some minor pieces, were printed by Caxton’s coadjutors
and successors, Wynken de Worde and Pynson. The first
edition of Chaucer’s poetical works was that published in
1532, and edited by W. Thynne. In his curious dedication
to Henry VIII, Thynne claims to have corrected, by com¬
parison with the manuscripts, those parts of the poet’s works
already printed, and to have published the rest for the first
time. [Thynne quoted; see above, 1532, vol. i, p. 79].
As may be surmised from this extract, Chaucer did not
benefit much from Thynne’s supervision, his text of the
'Canterbury Tales' being in some respects inferior to that
of Caxton’s second reprint, while the minor poems are
crowded with verbal corruptions. Stowe, the next editor,
added little to Thynne’s work, except some miscellaneous
poems, 'now imprinted for the first time,' which fill twenty
pages of his massive folio. These poems are of doubtful
authority, being more in Lidgate’s manner than Chaucer's;
but the longest of them, 'The Court of Love,' has kept its
place in the subsequent editions of the poet’s works. The
third chief edition published during the sixteenth century is
[p. 9] that edited by Speight, and in many respects he may fairly
be regarded as the first editor, strictly so called, of Chaucer.
Thynne and Stowe paid but little attention to the text;
and neither of them attempted anything in the way of
illustration or commentary. Speight attended in a manner
to both these departments of an editor’s duty; and, though
his alterations in the text are comparatively few and unim¬
portant, they are still in the main improvements. But his
claims as an editor rest mainly on his explanations of
Chaucer’s language. He is the first that attempted any
detailed explanation of archaic words and phrases; and his
glossary, with all its imperfections, entitles him to the grateful
remembrance of Chaucer students. ... Speight’s compact
folio, first published in 1598, again in 1602, with some im¬
provements, and a third time in 1687, with a few trifling
additions, continued to be the standard edition of Chaucer
throughout the whole of the seventeenth century. Down to
the beginning of the eighteenth century, indeed, the collected
works of our more celebrated poets generally appeared in
the folio form, and the folio belongs to the pre-critical period
of our literary history. Urry’s ambitious work, which ap¬
peared in 1721 and has the distinction of being the tallest of
all the Chaucer folios, is certainly no exception. The licen¬
tious alterations of the text, in which Urry habitually in¬
dulged, have simply made it perversely corrupt in every
part. . . .
[p. 10] The first editor of any part of Chaucer's works who dis¬
played anything like the spirit and power of genuine criticism
was undoubtedly Dr. Thomas Morell, best remembered per¬
haps by his learned 'Thesaurus' ... Dr. Morell was, how¬
ever, an English as well as a classical scholar, having edited
Spenser, and commenced the publication of the 'Canterbury
Tales' on a thoroughly complete and satisfactory plan. The
only matter of regret is that he did not carry out his admirable
scheme and finish the work he had so well begun. The first
volume of the projected work, and we believe the only one
ever issued, appeared in 1737, and was entitled 'The Can¬
terbury Tales of Chaucer in the original, from the most
authentic manuscripts, with references to authors ancient
and modern, various readings, and explanatory notes.'
This volume contains the 'Prologue' and the 'Knight’s
Tale,' a modern version of each being appended to the
original text. Tyrwhitt refers to it in terms of high but just
praise; and it appears from his reference to have been the
only part of the work that had been published. ... This
part is, however, quite sufficient to show that in undertaking
to edit Chaucer Dr. Morell took a just and comprehensive
view of the work to be done, and that he possessed many
of the higher qualities essential to its successful execution.
His plan includes minute attention both to text and com¬
mentary; and in dealing with the text 'he set out,' says
Tyrwhitt,  'upon the only rational plan, that of collating the
best manuscripts and selecting from them the genuine read¬
ings.' [Then follow comments and quotations on Morell and
Urry’s views of Chaucer’s versification.]
[p. 12] Tyrwhitt comes next as an editor of Chaucer, and his
edition of the 'Canterbury Tales' is so well known that it
is needless to specify its merits and defects in detail. In
our judgment, the merits of the work far outweigh its defects,
although in the present state of our knowledge the text
must no doubt be regarded as seriously defective. Still on
the whole Tyrwhitt has done more for Chaucer than any
other single editor. It is no doubt true that he was un¬
acquainted with the niceties of Chaucer’s grammar, and their
intimate connexion with the mechanism of his verse; and
[p. 13] Mr. Wright, in the introduction to his edition of the 'Canter¬
bury Tales,' has emphasized these deficiencies in somewhat
sweeping terms. But Tyrwhitt was a sagacious critic, pos¬
sessing great literary knowledge, taste, and industry; and
he brought all his powers and acquirements to the illustration
of his favourite author, often with the happiest results. ...
The next step in the history of Chaucer texts is the publi¬
cation of this manuscript—the Harleian—by Mr. Wright in
1847. This publication represents something like a revolution
in the plan of editing Chaucer, and at once raises the whole
question as to the best method of dealing with the text. At
first sight Mr. Wright seems to make out a strong case for his
own plan. After noticing that the grammatical forms of the
fourteenth century underwent a considerable change about the
middle of the fifteenth, and that copyists of this date usually
employed the language of the time rather than of the author
they are copying, he contends that the only satisfactory plan
of editing Chaucer is to select the oldest and best manuscript,
and to adhere to it faithfully throughout. The opposite plan,
which had hitherto been usually followed, he condemns
indeed in no very measured terms :—
'It is evident, therefore,' he says, 'that the plan of forming
the text of any work of the periods of which we are speaking
from a number of different manuscripts, written at different
times and different places, is the most absurd plan which it
is possible to conceive. Yet this was the method professedly
followed by Tyrwhitt in forming a text of the ""Canterbury
Tales"" of Chaucer.'
And after pointing out Tyrwhitt’s special disqualifications
as a student of manuscripts, he adds :—
'Under these circumstances it is clear that to form a satis¬
factory text of Chaucer, we must give up the printed editions,
and fall back upon the manuscripts; and that instead of
bundling them altogether, we must pick out one best manu¬
script which also is one of those nearest to Chaucer's time.
The latter circumstance is absolutely necessary, if we would
reproduce the language and versification of the author. At
the same time it cannot but be acknowledged that the earliest
manuscript might possibly be very incorrect and incomplete,
from the ignorance or negligence of the scribe who copied
it. This, however, is not the case with regard to Chaucer's
[p. 14] ""Canterbury Tales."" The Harleian manuscript, No. 7334,
is by far the best manuscript of Chaucer's ""Canterbury
Tales"" that I have yet examined, in regard both to antiquity
and correctness. The handwriting is one which would at
first sight be taken by an experienced scholar for that of the
latter part of the fourteenth century, and it must have been
written within a few years after 1400, and therefore soon
after Chaucer’s death and the publication of the ""Canterbury
Tales."" Its language has very little, if any, appearance of
local dialect; and the text is in general extremely good, the
variations from Tyrwhitt being usually for the better.'
This reasoning seems, as we have said, sufficiently conclu¬
sive, and it has very naturally determined the course of sub¬
sequent editors, both Mr. Bell and Mr. Morris having followed
Mr. Wright’s plan, and adopted the text he had selected.
But the publication of the Chaucer Society six-text edition
of the 'Prologue' and 'Knight’s Tale' has very much
destroyed the force of Mr. Wright’s plea in favour of adhering
strictly to a single text. A comparison of the Harleian
text with the six now publishing by the Society, will show
that there are numberless points of grammar, metre, or sense
in which it may be improved by careful collation, and that
the old plan must still be followed before we can hope to
secure a satisfactory and authoritative text. ...
[p 15] The latest text of Chaucer’s poetical works, that edited by
Mr. Morris, and substituted for Tyrwhitt’s in the new issue of
the Aldine Series, is undoubtedly also the best. Mr. Morris
is one of our most accurate and accomplished early English
scholars, and no better editor of a mediæval text could possibly
be found. After examining several manuscripts of the
'Canterbury Tales,' he agreed with Mr. Wright in thinking
the Harleian text the best, and it has accordingly been
selected and faithfully adhered to throughout. Clerical
errors and corrupt readings were corrected by collation with
other manuscripts, especially the Lansdowne, and a careful
examination of Mr. Morris’s text will show how painstaking
he has been in this part of his work. The rest of the poems
have been edited from the manuscripts where they existed,
and the result is the best text of Chaucer that has yet
appeared. ...
A comparison of Mr. Morris’s text of the 'Prologue' and
the 'Knight’s Tale' with the texts of the Society, has,
however, convinced us that the question as to possible
improvement must be answered decisively in the affirmative.
Knowing beforehand the excellence of the Harleian text, and
the general agreement of the six other manuscripts, we have
[p. 16] been surprised indeed at the number of emendations of
greater or less importance they afford. In the 'Prologue'
alone there are, in our judgment, upwards of fifty lines that
may be improved by collation either in sense or metre, while
in the 'Knight’s Tale' the better readings are in proportion
to its length even more numerous and important. These
better readings affect mainly the metre, the meaning, or the
poetical expressiveness of the existing text. Some, again,
effect marked improvements in minutiæ of grammar, em¬
phasis, and spelling.
[pp. 16-33] [Examples are given and various readings discussed.]
[p.33] Quite as much still remains to be done for the illustration as
for the text of Chaucer’s poetical works. There are in his
writings almost innumerable points of philological, literary,
or historical interest that require to be elucidated. Chaucer
was not only familiar with every phase of contemporary life,
but profoundly read in all existing literature. He knew by
intimate personal experience the tastes and habits, the
pursuits and recreations, the superstitions and beliefs, of all
ranks and classes amongst his own countrymen; and his
public employments had enlarged the field of his observation
so as to include almost every country in Europe. He had
seen active military service abroad, and had taken part in
splendid public ceremonials at home; had lived habitually
in courts, camps and great cities, as well as in the congenial
[p. 34] retirement of country life. The whole world of nature and
human experience was in this way mirrored in his sunny
intellect, while the higher influences of both had melted
serenely into the quiet depths of his curiously meditative
and observant mind. As a natural result there is a mellowed
fulness in his maturer delineations; a joyous animation, a
living truth, a variety and completeness of detail in his pictures
of life that obscure at first the purely literary or academical
accomplishments of his mind; or rather, perhaps, it would be
more correct to say that in his later works the learning and
knowledge of life are so fused by imaginative sympathy into
a new poetical whole, that there is at first no distinct con¬
sciousness of the separate elements. ... On closer ex¬
amination, however, the range and minuteness of Chaucer's
learning becomes clearly apparent. He employed materials
derived from all existing literatures home and foreign; not
only the early English chronicles and stories, the Norman-
French romances and fables, the new epic and Iyrical poetry
of Italy, and the whole range of Latin literature, including
not only the classics proper, as well as the science and art,
the history and philosophy ot the time, but also Byzantine
legends and brilliant fragments of Eastern romance, that
had passed into Europe in the wake of the returning
Crusaders. The adequate illustration of Chaucer thus re¬
quires, in addition to a minute acquaintance with the state
of the language in his day, a full knowledge of con¬
temporary literature and history. No single editor has as
yet united these requirements. Tyrwhitt, who studied with
some care the literature and history of the fourteenth
century, was comparatively ignorant of Chaucer’s language;
while recent editors, such as Mr. Wright and Mr. Morris,
who are well acquainted with Chaucer’s language, have
attempted hardly anything in the way of literary or historical
illustration.
But the primary requirement of all expository criticism
of Chaucer is undoubtedly the full interpretation of his
language. ... There is still, however, a great deal to be
done for the elucidation of Chaucer's language; and, un¬
fortunately, Mr. Morris, who of living scholars is in many
respects best qualified for the work, has confined his labours
in this direction to a revision of previous glossaries. ...
[p. 40] This [comparison with Piers Plowman] points to an import¬
[An examination of Morris’s Glossary follows.]
ant means of interpreting Chaucer’s language which has not
as yet been turned to anything like adequate account. We
refer to the critical examination of the writings of his con¬
temporaries and immediate successors. The more carefully
the early literature of the fourteenth century is studied, the
more clearly will it appear that Chaucer’s additions to the
vocabulary of the language are far less numerous than is
commonly supposed. He has been charged with adulterating
the English speech of his time by the wholesale importation
of foreign, and especially of Norman-French, words. In his
early translations and paraphrases from Norman-French he
occasionally, it is true, transfers words mainly for the con¬
venience of their rhymes. But with these exceptions his
importations are comparatively few. His real superiority
lies in the admirable taste and judgment displayed in the
[p. 41] selection of his vocabulary, the natural reflex of his keen and
exquisite sensibility to the latent significance of language.
The perfection of his art lies in his subtle insight into the
deeper meaning of words, and his power of combining them
in the most felicitous manner. He is not fond of verbal
novelties for their own sake, and his obscurities of phrase
and diction may generally therefore be explained by a
reference to the literature of the fourteenth and fifteenth
centuries. The works of Gower and Lidgate, especially the
latter, are of essential service in this respect.",[Information as to the authorship of this article was kindly supplied by the Editor of the Edinburgh Review.]
